payment_id,send_at,payment_method,account_number,payment_status,transaction_id
FP24759,2022-04-02 19:38:28,Permata,025629945,Cancelled,FT407866769
FP40755,2022-02-12 03:36:53,Muamalat,105976987,Failed,FT660900145
FP01819,2022-07-10 08:11:40,BNI,085355754,Cancelled,FT851713134
FP98965,2022-12-04 05:42:30,Danamon,060336976,Success,FT191917838
FP79809,2022-02-02 05:18:36,CIMB,073648897,Failed,FT527660321
FP65171,2022-11-07 02:57:34,Muamalat,040665502,Cancelled,FT070195552
FP75296,2022-07-19 05:38:12,Digibank,060951856,Failed,FT959785192
FP78089,2022-09-27 02:04:04,Danamon,070060067,Failed,FT671889246
FP68139,2023-09-25 15:54:12,Danamon,040447199,Failed,FT696023548
FP45443,2022-06-09 20:22:26,Muamalat,038945603,Cancelled,FT121348267
FP68232,2023-07-18 17:24:07,BSI,123309439,Success,FT664271385
FP33699,2023-03-24 22:30:32,Digibank,073844170,Success,FT283103580
FP99129,2023-03-16 08:39:58,Danamon,100603530,Success,FT305358427
FP36260,2023-04-10 17:56:11,Mandiri,043348363,Cancelled,FT104271596
FP28314,2022-11-10 07:11:07,Danamon,027749182,Failed,FT146976789
FP95781,2022-02-27 08:23:55,BSI,100085608,Failed,FT038546028
FP96968,2023-09-11 20:53:27,BCA,123966199,Failed,FT497998969
FP54779,2023-10-31 17:03:13,Mandiri,031612519,Cancelled,FT534474812
FP14820,2023-01-01 13:54:38,Muamalat,040458010,Cancelled,FT978827654
FP50727,2022-04-13 03:59:39,BCA,056981005,Cancelled,FT447330050
FP35940,2022-01-14 11:38:30,CIMB,108903083,Cancelled,FT361870592
FP61179,2022-11-17 23:07:53,Permata,078295766,Failed,FT735329153
FP43285,2023-10-22 03:53:08,Permata,111990737,Failed,FT726198699
FP66537,2022-07-05 07:24:51,Digibank,094681325,Failed,FT082975360
FP32763,2023-12-28 16:05:01,Jenius,065706475,Success,FT417901510
FP14328,2023-10-10 04:09:47,BSI,074347786,Failed,FT712489620
FP44548,2023-04-04 15:38:19,CIMB,054455630,Success,FT765398680
FP40948,2022-01-10 13:06:59,CIMB,088362485,Cancelled,FT123245692
FP80581,2023-09-10 14:06:38,BNI,031157252,Failed,FT253014089
FP84497,2022-10-18 10:37:20,BSI,046924658,Cancelled,FT447243062
FP92842,2023-06-05 10:50:18,Jenius,069814596,Success,FT483027333
FP74345,2023-10-05 20:19:12,CIMB,071465807,Success,FT968150284
FP95084,2022-04-20 07:24:23,BCA,099334033,Cancelled,FT817913516
FP72693,2022-06-20 16:37:18,Danamon,112796228,Success,FT445919403
FP46286,2022-11-24 17:46:54,Danamon,044941280,Cancelled,FT179188325
FP96930,2023-03-30 19:08:50,Permata,043933804,Cancelled,FT230273331
FP01845,2023-11-13 13:52:17,BRI,020623098,Success,FT066514867
FP45494,2022-07-14 22:48:25,BSI,025467246,Cancelled,FT206503898
FP74639,2022-01-24 07:41:08,Digibank,010228393,Cancelled,FT811857732
FP43100,2023-02-07 13:15:48,Jenius,097462994,Success,FT976426423
FP83495,2022-01-31 10:59:51,Mandiri,073463975,Cancelled,FT221424249
FP19321,2022-08-16 07:53:17,BSI,040493664,Failed,FT183097058
FP27054,2023-04-11 07:14:08,BCA,050566329,Success,FT435348966
FP86921,2022-04-27 21:37:50,Permata,112897509,Cancelled,FT002746452
FP76296,2023-03-30 12:59:21,Digibank,057750251,Failed,FT241074859
FP94450,2023-01-25 00:48:29,Danamon,127820008,Cancelled,FT282797409
FP72508,2023-04-26 14:38:51,Mandiri,082822468,Success,FT288363810
FP08379,2023-05-21 04:19:06,Danamon,122805565,Failed,FT583772265
FP88556,2023-01-06 08:44:41,BRI,032185663,Success,FT851395876
FP44181,2023-04-02 12:51:13,BRI,076511345,Cancelled,FT208769864
FP66512,2023-02-28 00:52:11,Mandiri,017735478,Cancelled,FT339492347
FP46520,2022-02-03 02:12:44,CIMB,052477021,Success,FT989569241
FP58565,2023-05-20 04:00:38,BCA,094360691,Cancelled,FT090655805
FP25223,2022-09-08 20:15:46,Jenius,049168974,Failed,FT562622050
FP38308,2022-12-08 06:55:22,BCA,015667658,Cancelled,FT179978937
FP80210,2023-06-27 03:42:01,BSI,070485257,Cancelled,FT085815539
FP60835,2023-01-06 05:56:06,Muamalat,112201645,Cancelled,FT366830211
FP81713,2022-10-11 06:52:29,Permata,095856696,Success,FT928021701
FP71090,2022-03-23 05:59:18,BSI,045981061,Success,FT244794667
FP81289,2022-07-19 04:18:55,BCA,122400119,Cancelled,FT794186104
FP65166,2023-07-28 17:28:37,Permata,095639538,Cancelled,FT018497992
FP19082,2022-10-17 09:59:43,Jenius,019023308,Failed,FT131263428
FP34997,2024-01-01 05:09:16,Muamalat,054904301,Success,FT422601411
FP08634,2023-04-14 15:20:09,CIMB,078567630,Success,FT980510681
FP92504,2023-08-11 15:05:33,Mandiri,103885591,Failed,FT651755776
FP57492,2023-01-02 19:08:24,BSI,100932832,Failed,FT929423443
FP89024,2023-05-31 14:11:43,Muamalat,017821609,Cancelled,FT665283408
FP46078,2023-04-21 20:34:11,BSI,115099469,Success,FT575018822
FP43357,2022-07-22 17:38:42,Digibank,122472545,Failed,FT509193564
FP99811,2022-03-01 06:27:42,BSI,101780520,Success,FT544810494
FP09766,2023-12-13 15:53:50,Digibank,027476594,Failed,FT007964722
FP20977,2022-10-06 09:12:26,BNI,034444991,Failed,FT658123604
FP70648,2023-02-10 04:55:32,CIMB,027330656,Cancelled,FT477532723
FP33209,2023-04-21 03:39:43,BSI,054445954,Failed,FT156304117
FP49845,2023-08-28 17:55:02,BNI,063374456,Success,FT987009428
FP61678,2022-07-17 10:43:02,Danamon,117698512,Failed,FT423145193
FP61917,2022-03-31 12:11:52,Danamon,041440797,Success,FT900140729
FP75471,2022-02-11 20:51:10,CIMB,039605609,Cancelled,FT477077019
FP84757,2023-08-02 17:11:40,CIMB,129006794,Cancelled,FT364061009
FP15639,2023-10-17 20:47:12,Mandiri,034573105,Cancelled,FT535836279
FP57056,2022-07-13 03:15:33,Mandiri,033737751,Cancelled,FT453020219
FP50919,2022-09-02 10:54:01,BRI,048297833,Cancelled,FT179663104
FP28279,2023-05-01 07:32:12,BRI,054665174,Cancelled,FT486895554
FP73107,2023-01-01 21:50:25,Permata,076167951,Success,FT813125393
FP87050,2022-01-25 01:59:58,Jenius,069045556,Cancelled,FT813701536
FP89585,2022-01-22 13:55:29,BCA,114602268,Failed,FT010014400
FP58092,2023-02-01 03:11:17,BCA,117384059,Failed,FT055814776
FP64057,2022-12-21 03:02:43,BRI,061589023,Cancelled,FT954938908
FP01849,2023-09-06 22:40:22,Jenius,113650680,Cancelled,FT731407563
FP71603,2022-12-05 13:13:37,Digibank,018064122,Cancelled,FT789617597
FP51626,2023-05-10 00:35:50,Permata,010531103,Success,FT194868076
FP86619,2023-03-06 21:42:50,BSI,090301052,Success,FT435301370
FP82762,2023-08-02 02:26:00,BNI,083170999,Cancelled,FT336279434
FP45019,2023-07-30 02:17:10,Muamalat,047603444,Success,FT762788203
FP00321,2023-02-21 01:38:19,BCA,042974291,Success,FT662201965
FP19536,2023-06-05 09:10:24,CIMB,023644401,Success,FT511527058
FP40814,2023-03-28 08:56:55,Mandiri,059770336,Failed,FT242904332
FP10647,2022-10-15 12:19:16,Jenius,050733424,Cancelled,FT649875451
FP15935,2023-02-01 07:54:23,Jenius,012507410,Success,FT101237078
FP78867,2022-11-17 05:55:06,CIMB,107515919,Success,FT194252500
FP27293,2022-11-26 15:28:35,BRI,054231236,Success,FT702708391
FP09801,2022-01-25 14:08:52,BNI,103695147,Success,FT723095360
FP94554,2022-11-27 12:48:26,Mandiri,038496246,Failed,FT046348918
FP36853,2023-06-12 21:19:35,BSI,109712529,Cancelled,FT797937513
FP94054,2022-11-22 21:33:29,BNI,093757153,Failed,FT252980595
FP56938,2022-11-17 18:38:23,Digibank,051070115,Cancelled,FT689930715
FP82453,2022-06-26 23:25:35,BRI,030122259,Cancelled,FT180085447
FP16534,2022-01-04 11:26:27,Danamon,113201877,Cancelled,FT796591807
FP81114,2022-03-13 11:46:22,Jenius,022268723,Failed,FT443931499
FP02999,2022-06-16 11:26:44,Jenius,066614809,Cancelled,FT153287041
FP88974,2023-02-25 11:35:03,Jenius,035797773,Failed,FT567774827
FP00898,2022-06-07 04:22:09,CIMB,124446498,Success,FT020908932
FP59157,2022-08-23 13:57:07,Jenius,087037643,Success,FT339910431
FP01382,2023-10-18 22:28:01,CIMB,085960327,Failed,FT014117658
FP31366,2022-04-17 00:13:17,CIMB,051914750,Failed,FT138446935
FP84090,2022-10-12 03:48:43,BNI,059310288,Cancelled,FT363939334
FP56028,2022-10-13 22:34:04,BSI,052865426,Cancelled,FT009966257
FP03930,2022-12-06 07:32:49,Muamalat,115072622,Failed,FT963774934
FP12564,2023-10-24 16:16:54,Digibank,033342586,Failed,FT532356252
FP58552,2023-02-17 12:18:37,Permata,044285289,Success,FT372689575
FP98596,2023-01-10 02:04:38,BSI,041283996,Cancelled,FT063204536
FP40315,2023-03-18 18:41:36,Muamalat,117455593,Success,FT819145377
FP18244,2023-03-28 15:27:52,Muamalat,088827195,Cancelled,FT205411678
FP31568,2023-05-03 02:42:04,Digibank,047430989,Failed,FT404296880
FP43194,2022-07-25 18:59:14,Muamalat,035060015,Success,FT979509833
FP18094,2023-10-12 18:32:28,BSI,037691631,Failed,FT314529695
FP38590,2023-03-21 05:54:52,Jenius,047971341,Cancelled,FT175810246
FP34669,2023-12-14 10:56:58,CIMB,107260769,Success,FT188010598
FP43090,2022-04-12 02:11:19,BCA,117600995,Cancelled,FT466946910
FP11241,2022-08-24 16:39:04,BCA,050794492,Success,FT290788350
FP34847,2022-01-14 13:28:54,BRI,122659371,Cancelled,FT700613463
FP28568,2023-05-06 01:00:41,BCA,111133387,Cancelled,FT351556914
FP03915,2023-06-15 12:36:08,BNI,121316026,Failed,FT019353790
FP53446,2023-10-15 17:09:49,Digibank,041121728,Success,FT163765656
FP27910,2022-02-15 16:14:30,Muamalat,015840844,Success,FT704950092
FP73876,2023-09-02 05:29:47,BCA,104421116,Cancelled,FT876571436
FP61738,2022-09-16 04:28:22,Danamon,073009892,Success,FT172583012
FP01792,2023-08-22 14:52:48,Danamon,089726428,Failed,FT544946992
FP70470,2022-04-16 07:13:40,Jenius,070931523,Failed,FT166887216
FP10068,2023-04-16 11:00:36,BCA,042475376,Success,FT069764438
FP40732,2022-07-17 08:47:47,Danamon,091138295,Cancelled,FT545884795
FP60310,2022-05-12 11:17:54,Danamon,080721998,Cancelled,FT952753227
FP56346,2022-04-11 17:12:31,BNI,013111630,Cancelled,FT398588405
FP00595,2023-03-10 03:25:56,BNI,018502354,Success,FT120779717
FP54602,2022-02-09 19:57:05,BCA,114428989,Success,FT112918704
FP02317,2022-04-06 23:57:57,Mandiri,125369040,Cancelled,FT377374478
FP82966,2022-02-19 13:33:54,BSI,112462811,Cancelled,FT243700986
FP61676,2023-01-31 11:10:27,BNI,042519025,Cancelled,FT015811737
FP58306,2022-11-10 18:33:27,Permata,094606575,Cancelled,FT092014622
FP38931,2023-08-20 01:40:59,BRI,011920933,Cancelled,FT599335709
FP10019,2022-12-09 21:43:21,Digibank,077320962,Cancelled,FT589995615
FP41690,2023-04-15 11:46:49,CIMB,042482589,Success,FT180445096
FP02124,2023-01-21 18:22:37,Mandiri,111552353,Cancelled,FT388052156
FP91154,2022-02-05 11:24:54,BNI,028171539,Success,FT104607003
FP51452,2023-06-05 12:45:38,CIMB,073825607,Success,FT574198370
FP36704,2023-05-07 03:34:45,CIMB,038039577,Cancelled,FT267973536
FP32729,2023-07-06 06:46:10,Muamalat,117281466,Success,FT443965238
FP75787,2023-03-17 11:59:22,BRI,084995775,Success,FT503932953
FP45690,2022-06-29 11:20:19,BSI,126709573,Failed,FT650043758
FP49649,2023-09-26 19:03:30,BCA,111531714,Success,FT766713141
FP58453,2023-12-26 09:53:54,Digibank,013735605,Cancelled,FT002532119
FP25004,2023-04-13 07:49:48,Jenius,122400122,Failed,FT775511957
FP82619,2023-08-08 04:40:15,BRI,110027452,Success,FT157015073
FP05753,2022-10-25 21:45:33,Muamalat,128206553,Cancelled,FT839597431
FP62784,2022-10-13 16:06:11,Jenius,041950669,Success,FT995695019
FP96351,2022-05-01 03:27:27,Muamalat,052440760,Success,FT170877444
FP30239,2022-06-05 21:01:43,Danamon,073653756,Failed,FT594939325
FP51239,2023-05-24 14:40:06,BCA,066811181,Cancelled,FT238710514
FP36623,2023-02-27 07:50:47,Muamalat,120227336,Success,FT798331103
FP88367,2023-05-21 11:11:24,Digibank,064691374,Cancelled,FT769757672
FP45825,2023-12-27 18:35:58,Mandiri,043047402,Failed,FT808479488
FP81427,2022-11-20 09:58:29,Jenius,126108828,Cancelled,FT312176918
FP14117,2023-12-06 19:29:47,Mandiri,054553354,Success,FT738545078
FP66288,2022-05-26 22:19:02,Muamalat,021139662,Success,FT296520894
FP14105,2022-12-20 12:15:07,Mandiri,076904745,Failed,FT805202519
FP94440,2022-03-01 08:26:13,CIMB,040516907,Failed,FT004929475
FP34613,2023-01-02 09:24:27,CIMB,049799291,Success,FT552752337
FP00585,2023-05-21 08:31:21,BRI,074451478,Success,FT532965818
FP69655,2023-05-25 23:27:36,Mandiri,122904262,Success,FT320160647
FP07455,2023-11-22 07:50:53,Permata,052365353,Failed,FT434189531
FP90568,2022-11-09 17:44:01,Danamon,127487328,Failed,FT749921614
FP17225,2022-09-25 12:19:29,Danamon,067702134,Failed,FT479973462
FP13455,2022-11-22 17:50:26,BRI,058013997,Cancelled,FT075812525
FP83925,2023-04-17 06:13:52,Danamon,011256335,Failed,FT423145193
FP60865,2023-01-11 03:48:29,Mandiri,014455735,Success,FT440479906
FP99368,2022-04-16 16:21:35,Danamon,084843801,Cancelled,FT521590416
FP81781,2022-04-28 17:16:59,BSI,079605698,Cancelled,FT906959217
FP03237,2022-05-17 22:25:35,Digibank,126605198,Cancelled,FT689930715
FP66725,2022-04-11 18:57:47,Danamon,015902999,Failed,FT530408838
FP30418,2023-08-06 01:57:46,Muamalat,075940674,Cancelled,FT989063811
FP62000,2022-08-12 02:25:11,CIMB,094786327,Cancelled,FT758853437
FP16804,2022-04-25 16:57:50,Digibank,068138600,Success,FT759506000
FP20015,2022-06-22 10:02:51,Mandiri,083797330,Failed,FT586052929
FP68661,2022-03-08 23:43:29,Muamalat,080305408,Failed,FT739333758
FP67209,2022-10-14 09:14:52,CIMB,095872861,Cancelled,FT955825474
FP21270,2023-09-30 07:20:25,BRI,069318827,Cancelled,FT941103199
FP19019,2023-10-08 05:45:46,Permata,115306136,Cancelled,FT336589221
FP08951,2023-03-08 19:33:42,Danamon,057636511,Success,FT694851312
FP48077,2022-06-07 12:58:20,Muamalat,052488476,Failed,FT151014569
FP29339,2022-10-08 16:15:24,BSI,043744161,Cancelled,FT412770460
FP68491,2023-02-26 15:07:40,BRI,096684566,Cancelled,FT210044493
FP89383,2022-06-01 17:25:13,BSI,120293140,Failed,FT922867154
FP25462,2023-11-23 02:58:01,Danamon,090491098,Failed,FT228019080
FP09452,2023-11-08 08:14:45,BCA,072347487,Failed,FT933935161
FP51573,2022-04-27 02:00:42,BNI,075891079,Success,FT652599926
FP76248,2022-03-28 02:53:50,Muamalat,083465413,Success,FT637695731
FP82572,2023-01-22 11:20:50,BNI,091512387,Success,FT892028946
FP83636,2022-05-02 07:53:22,BRI,069015890,Cancelled,FT908114722
FP00027,2022-02-20 01:48:36,BNI,015563095,Cancelled,FT223748633
FP24443,2022-04-03 00:47:09,Digibank,082396208,Cancelled,FT249913955
FP00275,2023-01-08 05:03:34,BNI,128784295,Success,FT471421624
FP26387,2023-05-25 22:25:31,BSI,053158420,Failed,FT217981645
FP03559,2023-02-09 07:35:53,BCA,083997431,Success,FT119672902
FP65124,2022-10-18 14:50:36,Muamalat,056440928,Success,FT972331475
FP25086,2022-03-03 08:36:35,Mandiri,098039999,Cancelled,FT254259085
FP31669,2022-12-18 06:12:34,Danamon,101103084,Failed,FT792317098
FP16443,2022-04-21 21:52:53,Danamon,058252295,Success,FT994535979
FP98950,2023-10-25 04:55:19,Digibank,049646807,Cancelled,FT793877242
FP49084,2023-03-06 20:28:06,Jenius,018550937,Success,FT744561311
FP14199,2023-04-04 20:57:16,BRI,010221604,Cancelled,FT818961925
FP39108,2023-08-18 12:36:14,BNI,038413559,Failed,FT622505482
FP99151,2023-06-21 17:58:51,BCA,098161320,Failed,FT292084563
FP68134,2023-11-08 03:36:08,Permata,129619819,Failed,FT262767995
FP16359,2023-04-20 15:23:09,Muamalat,098567128,Success,FT906366199
FP41562,2023-09-23 23:48:40,Digibank,079604107,Failed,FT562418320
FP36073,2022-12-09 14:46:15,BCA,064271011,Success,FT223748633
FP39860,2022-03-10 13:45:07,BCA,045168693,Success,FT979713340
FP24430,2022-12-30 01:21:55,Danamon,113220748,Failed,FT997375232
FP85094,2023-02-28 23:26:31,Permata,119316902,Cancelled,FT162678570
FP25759,2023-09-19 00:12:03,Mandiri,077291606,Failed,FT441495929
FP92670,2022-06-04 01:27:19,BCA,107496546,Success,FT576628572
FP84944,2022-01-31 18:35:45,Muamalat,067029464,Failed,FT813307757
FP19687,2023-11-30 05:45:56,BRI,032926408,Failed,FT033507603
FP75849,2022-04-21 21:36:20,BNI,089836648,Cancelled,FT335786639
FP62698,2022-11-18 08:39:17,BRI,073162959,Success,FT653854347
FP58373,2022-11-05 04:02:09,BNI,071996509,Cancelled,FT939442084
FP42088,2022-06-27 20:10:49,BCA,078940338,Failed,FT355532796
FP68825,2023-01-16 20:53:47,Permata,079289276,Success,FT128504145
FP24345,2022-12-10 00:50:44,Muamalat,057594022,Success,FT954287649
FP22515,2022-07-08 15:22:29,Muamalat,126559008,Cancelled,FT548674137
FP58859,2022-02-25 06:11:41,BNI,025185120,Cancelled,FT417578973
FP55252,2022-05-26 04:29:33,Permata,102154647,Success,FT446303208
FP00150,2023-06-21 17:09:11,BSI,077691293,Success,FT794611849
FP21719,2022-11-19 13:27:00,CIMB,075748339,Cancelled,FT107129303
FP36446,2023-08-05 16:30:48,Danamon,038176278,Cancelled,FT132029649
FP15209,2023-07-09 00:12:03,CIMB,084974084,Cancelled,FT542506506
FP82745,2023-06-13 01:05:05,Danamon,100006409,Failed,FT376047788
FP27498,2022-02-12 04:15:21,Mandiri,101154981,Cancelled,FT152733724
FP31458,2023-03-11 20:18:20,Danamon,072809488,Failed,FT868889358
FP10615,2023-02-13 05:42:10,BSI,114085869,Failed,FT037942728
FP70650,2023-11-13 03:11:22,Digibank,101122285,Success,FT836639187
FP25092,2023-05-10 06:57:13,Jenius,111901111,Cancelled,FT261427202
FP12873,2022-10-24 02:48:39,BNI,081895425,Failed,FT664192586
FP57938,2022-02-25 20:34:32,BSI,048265250,Cancelled,FT363027749
FP67163,2023-04-22 08:20:47,BRI,129162227,Cancelled,FT258183889
FP10600,2022-01-21 18:19:04,Muamalat,039046352,Success,FT429847887
FP21246,2023-04-15 19:46:43,Danamon,015745509,Cancelled,FT045329847
FP12501,2022-04-15 13:44:39,Jenius,117703685,Success,FT234340528
FP89920,2023-12-24 14:39:48,CIMB,029036576,Failed,FT123982502
FP43304,2022-01-13 22:03:49,Permata,121257091,Failed,FT014677202
FP50260,2023-04-17 00:26:37,Danamon,043920435,Cancelled,FT717974060
FP54269,2023-12-16 04:33:18,CIMB,059683300,Failed,FT697891397
FP76910,2023-08-14 14:03:48,CIMB,114716468,Failed,FT678018183
FP29168,2022-01-10 23:25:22,Muamalat,042072737,Success,FT969642897
FP77596,2022-02-27 08:36:19,Permata,102015935,Failed,FT739256445
FP61421,2023-12-27 16:20:26,Jenius,080156877,Cancelled,FT015041156
FP68529,2022-09-18 08:30:29,Mandiri,103382489,Failed,FT055398861
FP05352,2022-08-09 05:18:15,Muamalat,055319924,Cancelled,FT981699473
FP72564,2023-07-14 18:29:16,Muamalat,079446491,Cancelled,FT621783453
FP12159,2023-08-03 09:50:11,Mandiri,056490761,Cancelled,FT299430936
FP11886,2022-02-08 06:36:33,BRI,113284205,Failed,FT097487287
FP46163,2023-02-05 09:11:09,Permata,102924660,Success,FT961491755
FP91885,2022-03-12 09:51:18,Muamalat,069376270,Success,FT652758373
FP87018,2022-07-21 00:13:15,Permata,046814991,Success,FT764142244
FP49112,2023-09-26 18:45:34,Danamon,023999392,Failed,FT044150722
FP25102,2022-10-22 22:55:13,Permata,106973934,Cancelled,FT819940320
FP60203,2023-01-11 10:02:45,CIMB,123291518,Failed,FT434729744
FP53508,2023-12-27 02:31:37,BRI,077725402,Cancelled,FT342711552
FP79399,2022-08-29 17:09:00,BNI,080363806,Cancelled,FT866315768
FP83382,2022-02-11 13:31:37,Muamalat,100750182,Cancelled,FT113835544
FP98860,2022-03-26 21:15:13,BCA,075135120,Cancelled,FT515195211
FP23260,2022-11-27 09:11:30,BNI,029717824,Failed,FT696776773
FP07867,2022-10-25 11:31:03,BRI,055263342,Failed,FT135794100
FP41850,2022-08-19 15:36:08,Digibank,116798772,Success,FT177325348
FP71916,2023-08-20 06:40:32,Jenius,081150322,Success,FT158895738
FP18694,2023-04-23 14:53:17,Permata,066245896,Cancelled,FT873254559
FP18499,2023-10-04 15:30:11,BNI,128775819,Failed,FT478791394
FP77618,2022-07-12 17:45:31,BCA,028517371,Failed,FT717960952
FP43918,2022-04-09 23:02:35,Muamalat,031557470,Cancelled,FT137019385
FP94614,2023-06-26 00:08:59,CIMB,089737624,Failed,FT722997346
FP88797,2022-02-10 05:35:01,BRI,073118424,Cancelled,FT887968311
FP57004,2023-09-11 08:53:26,Digibank,126714885,Success,FT664212893
FP91909,2023-02-27 11:27:17,BRI,085408779,Cancelled,FT135494517
FP93368,2023-12-04 05:53:13,Jenius,074388936,Failed,FT949782140
FP79925,2022-09-04 23:08:33,BRI,119235520,Success,FT067042537
FP31844,2023-10-02 06:32:12,CIMB,054902316,Cancelled,FT974545335
FP50757,2022-01-09 15:52:01,BNI,117382093,Success,FT780806757
FP15961,2022-10-02 00:01:13,Digibank,103811439,Failed,FT692181778
FP08785,2023-09-11 03:05:28,Muamalat,081001992,Success,FT018006108
FP58691,2023-10-26 12:02:30,Mandiri,097631660,Failed,FT935720117
FP05690,2022-03-05 10:15:01,Mandiri,081964000,Cancelled,FT846258734
FP78852,2022-07-27 18:04:31,Jenius,047229459,Failed,FT486651001
FP46482,2022-06-23 21:35:54,Danamon,045142635,Failed,FT270021057
FP48143,2023-02-11 11:26:47,BCA,012318890,Success,FT516959005
FP73038,2023-03-06 12:02:03,BCA,119168150,Cancelled,FT123943807
FP99460,2022-04-29 06:38:39,Permata,025715833,Success,FT314529695
FP26264,2022-10-16 20:42:41,Jenius,033555904,Cancelled,FT146445356
FP71858,2022-12-15 22:44:19,BNI,010297418,Success,FT809152319
FP60051,2022-08-08 08:59:55,CIMB,042825463,Cancelled,FT374227953
FP66614,2023-07-08 11:25:37,BRI,106154135,Success,FT099405584
FP55827,2022-12-22 19:09:40,Danamon,121432544,Failed,FT664481978
FP00106,2022-02-19 06:48:39,CIMB,032090538,Failed,FT065488282
FP08603,2022-05-13 14:09:50,Permata,091959704,Failed,FT692073500
FP10733,2023-05-09 12:13:05,BNI,016831072,Cancelled,FT784930457
FP42979,2023-03-23 23:26:59,Muamalat,022964629,Failed,FT475181185
FP89279,2023-12-21 18:12:38,Jenius,092378863,Failed,FT172163969
FP42775,2022-12-24 19:53:06,CIMB,055774491,Failed,FT865563545
FP14045,2023-11-07 14:33:16,Muamalat,029974311,Failed,FT421590350
FP70065,2023-12-11 03:02:18,Danamon,026026495,Failed,FT727854929
FP61523,2022-02-06 20:29:31,Muamalat,100837827,Failed,FT956399940
FP09537,2022-12-21 23:55:06,Jenius,028469283,Failed,FT966231522
FP44550,2022-06-07 02:30:59,CIMB,100363760,Success,FT027466971
FP06590,2023-06-25 09:04:26,Jenius,031232232,Cancelled,FT304590485
FP10764,2023-08-09 15:44:54,Permata,095139025,Failed,FT162961095
FP31642,2023-11-05 01:43:51,Jenius,059663265,Cancelled,FT770038973
FP46654,2022-06-20 21:46:30,BCA,059570400,Cancelled,FT347101138
FP91828,2023-01-28 03:15:41,Permata,011869829,Cancelled,FT555258195
FP91772,2022-07-31 13:43:53,Muamalat,018128945,Success,FT966046423
FP45265,2022-03-26 08:40:57,Mandiri,019816793,Cancelled,FT573113581
FP51773,2022-09-24 07:30:28,Jenius,114210184,Failed,FT355388157
FP56055,2023-11-01 17:26:39,Danamon,054923065,Cancelled,FT115371741
FP13351,2023-10-06 22:54:47,Jenius,108771820,Cancelled,FT688688758
FP17523,2022-09-25 13:43:26,Muamalat,066401274,Success,FT618626126
FP46052,2022-01-16 05:04:04,Permata,124078264,Success,FT846244524
FP96936,2022-06-04 09:14:34,BSI,048207645,Success,FT512278697
FP43270,2022-03-28 15:05:26,Mandiri,121351735,Success,FT411060595
FP40282,2023-08-04 22:03:05,BSI,066910749,Success,FT601538454
FP33117,2023-07-07 02:45:52,Mandiri,084165686,Success,FT869177513
FP04253,2022-09-24 14:38:32,BSI,020957670,Cancelled,FT715635273
FP04050,2022-06-28 14:27:15,BSI,043958038,Failed,FT151367011
FP62047,2023-04-25 18:26:56,BRI,052702741,Cancelled,FT303585020
FP54041,2022-01-21 13:06:23,BSI,034495445,Failed,FT289098053
FP52320,2022-07-03 02:06:21,BRI,073485953,Success,FT729821714
FP06049,2022-08-02 03:18:08,Digibank,091031716,Failed,FT370647955
FP94597,2022-08-27 19:58:35,BRI,026721295,Success,FT465165243
FP55314,2022-09-28 22:39:11,BCA,086868635,Success,FT692728918
FP04721,2023-11-14 14:40:47,BSI,088230070,Failed,FT226519960
FP70557,2023-06-01 01:04:10,Permata,108174045,Failed,FT452293102
FP41270,2023-11-12 06:47:07,BSI,118690768,Cancelled,FT396630007
FP11627,2022-05-07 20:53:01,BRI,039601991,Cancelled,FT799550713
FP53536,2022-05-22 07:25:42,Mandiri,051728085,Success,FT234887940
FP72673,2022-01-02 22:45:15,Danamon,065256226,Success,FT976818628
FP27421,2022-12-10 14:12:24,Mandiri,099116099,Success,FT616806063
FP32288,2023-09-03 08:10:37,Digibank,065762503,Cancelled,FT220814310
FP09652,2022-03-24 20:43:48,Danamon,057185525,Failed,FT978235310
FP22392,2022-08-20 04:00:34,Permata,087412530,Cancelled,FT945224066
FP57495,2022-07-26 10:33:04,BSI,015022358,Success,FT414239835
FP19276,2022-02-01 10:15:35,Danamon,022013936,Cancelled,FT987533400
FP59991,2023-10-28 00:04:11,BSI,031296744,Failed,FT952588896
FP12616,2022-02-14 06:50:55,Digibank,064707501,Success,FT711271636
FP10850,2023-07-06 11:06:40,Muamalat,030678130,Success,FT622831123
FP22417,2023-01-29 22:05:23,CIMB,058134371,Cancelled,FT019386293
FP22743,2022-09-28 14:12:01,BNI,059042527,Success,FT905882178
FP39199,2023-03-13 08:02:51,BRI,021532861,Failed,FT451120695
FP84161,2022-05-13 13:05:20,BSI,113169935,Success,FT699896353
FP55532,2023-02-12 10:00:13,BNI,082175199,Cancelled,FT152383048
FP07562,2022-07-30 19:38:27,Permata,029151613,Success,FT170735724
FP35120,2022-02-19 02:52:21,BSI,086271882,Success,FT104149382
FP05834,2022-07-21 12:51:18,BSI,053816445,Success,FT717556187
FP38559,2022-07-01 18:32:19,BRI,082556860,Failed,FT026669463
FP79265,2023-08-20 21:07:48,CIMB,119998317,Success,FT908890493
FP90865,2022-11-23 14:53:39,Danamon,033522131,Success,FT274989859
FP12476,2023-09-22 06:49:25,Jenius,078088601,Cancelled,FT629384764
FP25824,2023-01-28 15:11:59,Digibank,129231323,Failed,FT613120619
FP12667,2022-05-04 17:02:40,Jenius,079945358,Failed,FT461755608
