payment_id,send_at,payment_method,account_number,payment_status,transaction_id
FP53992,2023-10-23 05:09:20,Mandiri,059907497,Success,FT614551145
FP29287,2022-03-15 00:30:42,BNI,087611441,Cancelled,FT003546800
FP81311,2022-06-30 23:02:45,Permata,037540504,Failed,FT348429195
FP24579,2023-10-01 09:04:28,BCA,109202039,Failed,FT838553955
FP94569,2022-01-09 01:55:20,BNI,118076308,Failed,FT101370517
FP44671,2023-07-09 13:51:18,Danamon,022243298,Success,FT326382793
FP64819,2022-10-08 20:21:15,Mandiri,047085567,Failed,FT301235394
FP57383,2022-05-28 05:36:39,Mandiri,043178915,Failed,FT605321801
FP29317,2023-10-30 20:10:44,Danamon,082513214,Failed,FT304092406
FP93209,2022-06-30 11:23:49,Permata,127556725,Cancelled,FT023002255
FP35061,2022-12-16 09:36:08,Digibank,107661889,Success,FT287711546
FP07222,2022-12-30 18:58:36,Jenius,018833816,Failed,FT589055534
FP74198,2023-11-26 21:31:43,Digibank,054599101,Success,FT772513122
FP51125,2023-02-25 01:13:32,Muamalat,014935996,Failed,FT966176387
FP94703,2023-04-24 03:37:48,BRI,058865093,Cancelled,FT637583956
FP05241,2022-10-25 02:41:57,Permata,077620992,Success,FT862140828
FP42851,2023-01-24 22:40:08,Muamalat,032497461,Failed,FT924369221
FP55064,2022-02-06 03:04:17,Digibank,033437514,Cancelled,FT004169846
FP92034,2022-02-25 16:49:46,BRI,011334590,Cancelled,FT870764973
FP41284,2022-04-30 11:45:17,Permata,105227432,Cancelled,FT978758772
FP55048,2023-01-27 03:16:25,Muamalat,127610713,Failed,FT410303236
FP64892,2023-04-17 05:47:11,Digibank,120382417,Failed,FT906581036
FP02377,2022-11-08 09:01:07,Digibank,052315824,Success,FT167616521
FP92263,2022-02-23 21:17:57,Jenius,093785277,Success,FT404446782
FP94677,2022-09-17 21:12:19,Permata,019202954,Cancelled,FT956010076
FP73094,2022-05-25 11:15:03,BCA,031357874,Failed,FT522726643
FP76081,2023-01-11 01:06:46,BRI,072323867,Failed,FT448149596
FP55904,2022-04-24 07:34:41,CIMB,023324200,Cancelled,FT338488444
FP26621,2022-07-11 10:26:00,BRI,030605187,Success,FT860681259
FP53771,2023-02-03 09:20:29,BCA,057769255,Failed,FT563575672
FP42042,2023-03-01 16:23:45,BRI,045140983,Cancelled,FT243171846
FP62297,2022-03-30 10:37:23,Permata,094001918,Cancelled,FT404221781
FP37092,2022-03-06 19:08:46,CIMB,079574088,Success,FT734226430
FP03803,2022-10-29 06:52:38,BRI,057501934,Failed,FT854628590
FP51893,2023-05-24 03:58:15,BSI,092575912,Success,FT676801920
FP53000,2022-03-29 00:26:42,BRI,015734390,Cancelled,FT614136035
FP66377,2022-10-13 21:44:29,Digibank,128543054,Cancelled,FT764419179
FP62446,2023-03-14 03:33:58,Danamon,120644744,Cancelled,FT798003694
FP22095,2022-10-08 22:16:28,Mandiri,103360252,Cancelled,FT303293925
FP01882,2023-06-12 14:50:45,Muamalat,115999158,Failed,FT041927119
FP74192,2023-05-28 04:56:12,Digibank,092227600,Cancelled,FT460080308
FP46385,2023-06-05 04:16:08,BCA,097600866,Cancelled,FT837492933
FP03131,2023-03-15 09:25:42,BNI,078193350,Failed,FT347315557
FP66039,2022-02-22 06:52:11,Digibank,047992304,Success,FT244968253
FP17535,2022-12-29 01:01:14,BNI,096574760,Cancelled,FT468823411
FP39219,2022-10-12 00:40:35,Digibank,051896098,Cancelled,FT436075713
FP20579,2023-11-01 13:03:41,Mandiri,111342819,Success,FT027927430
FP40313,2023-07-11 14:06:51,Permata,117376672,Failed,FT989146449
FP22438,2023-09-01 13:47:17,Danamon,094282038,Success,FT700346715
FP70816,2023-02-21 10:58:16,BNI,056147153,Cancelled,FT823561200
FP60586,2022-04-17 11:58:32,BNI,050567878,Failed,FT570296774
FP94687,2023-08-03 05:17:19,Danamon,125075240,Cancelled,FT132431221
FP87331,2022-02-16 22:36:26,BNI,088334510,Failed,FT359660934
FP19368,2023-09-18 06:28:17,BRI,074477850,Success,FT703682078
FP32262,2023-07-31 17:39:22,BCA,077071965,Cancelled,FT279910190
FP82178,2022-08-07 13:21:25,Mandiri,086877147,Cancelled,FT621594815
FP22441,2023-09-19 01:32:11,CIMB,091523509,Cancelled,FT602646245
FP40385,2022-01-24 17:53:58,BRI,025074163,Failed,FT484876683
FP49549,2023-05-27 07:15:22,BCA,027955510,Cancelled,FT488462526
FP28605,2022-03-06 17:24:52,Jenius,073775401,Failed,FT357584435
FP27915,2022-09-15 01:17:31,Digibank,045548682,Cancelled,FT004945273
FP01486,2022-02-03 07:01:15,Mandiri,075591861,Failed,FT114024739
FP28250,2023-08-16 02:09:13,BCA,085117471,Cancelled,FT942001915
FP13477,2022-06-19 18:52:37,BSI,106978515,Success,FT460930924
FP15058,2023-11-18 02:45:59,BRI,011466484,Success,FT073889564
FP14549,2022-01-10 21:06:41,CIMB,039503497,Success,FT430463724
FP70343,2023-05-12 01:34:17,BNI,095989411,Cancelled,FT124358804
FP29865,2023-01-12 10:03:32,Danamon,081939857,Success,FT865572118
FP25989,2022-05-16 14:42:02,Danamon,064112060,Success,FT329338804
FP30107,2023-07-25 16:53:33,Danamon,071452807,Cancelled,FT576904351
FP44001,2022-10-23 22:16:59,BNI,053633042,Success,FT466884516
FP20163,2023-04-19 00:56:49,Muamalat,112292670,Failed,FT221554569
FP90693,2022-10-24 07:30:20,Jenius,076994166,Failed,FT845186040
FP62644,2024-01-01 18:55:14,BSI,116793942,Cancelled,FT714006169
FP84700,2022-11-20 01:15:02,Digibank,118339731,Failed,FT347924705
FP71536,2022-05-17 02:24:17,Danamon,078354872,Success,FT189238122
FP95102,2023-02-02 19:57:15,BCA,086629719,Success,FT956010076
FP43316,2023-01-04 10:27:11,Digibank,084632847,Success,FT010990321
FP84698,2022-11-13 15:31:41,Digibank,049313392,Success,FT098233298
FP86036,2023-12-05 16:50:12,CIMB,074727788,Failed,FT743195599
FP31825,2022-05-21 14:45:21,Mandiri,026279145,Success,FT799510909
FP21154,2022-03-26 10:10:53,Muamalat,077134983,Success,FT892330424
FP32917,2022-05-29 00:31:00,Jenius,094959413,Cancelled,FT717300147
FP30284,2023-06-09 20:45:32,Jenius,025469626,Failed,FT503291016
FP98755,2023-03-22 18:41:36,Jenius,013960629,Success,FT503890613
FP43153,2022-11-11 17:42:06,CIMB,019535045,Success,FT593869099
FP05394,2022-01-06 11:32:15,BSI,120141137,Failed,FT442531924
FP83637,2022-01-06 08:29:39,BSI,078844955,Cancelled,FT104768596
FP70689,2022-03-29 03:31:11,BNI,062598246,Cancelled,FT031280437
FP51090,2023-10-28 15:36:30,BSI,106719897,Failed,FT178977466
FP09529,2023-07-08 08:42:14,Muamalat,022981204,Success,FT830753699
FP17210,2023-12-22 22:30:46,Danamon,075090210,Failed,FT682747952
FP55061,2023-06-24 05:40:55,BRI,117949957,Success,FT430435205
FP59224,2023-12-29 03:18:50,BCA,102842726,Success,FT961813709
FP30964,2022-07-04 13:41:56,BCA,120532018,Cancelled,FT492659768
FP13887,2023-06-13 14:15:13,Mandiri,024218506,Success,FT299216536
FP90601,2023-05-25 15:00:34,Muamalat,061153433,Failed,FT774031986
FP36841,2022-06-03 19:43:50,BRI,122351925,Failed,FT630249497
FP02972,2023-03-20 11:44:05,Jenius,034016905,Success,FT726896569
FP20246,2023-06-08 21:08:42,BRI,121891761,Failed,FT656143198
FP68543,2022-06-13 23:45:52,Jenius,060544386,Cancelled,FT377525964
FP45558,2022-07-29 10:54:14,CIMB,106196465,Failed,FT339269077
FP10248,2022-01-09 21:11:20,Digibank,122574540,Success,FT741642778
FP43666,2023-03-16 00:14:14,Permata,087224980,Success,FT375403659
FP71301,2022-12-26 18:25:04,Danamon,106310047,Success,FT862332152
FP18126,2022-03-05 14:57:18,Danamon,109549954,Cancelled,FT369440296
FP24269,2023-12-30 08:36:08,Permata,105038029,Cancelled,FT095466584
FP32714,2023-02-01 18:49:43,CIMB,105999074,Success,FT375688466
FP99088,2023-02-10 11:12:52,Jenius,099441298,Success,FT027793938
FP79968,2023-05-18 18:24:17,Muamalat,061942673,Cancelled,FT521944925
FP80123,2022-04-08 12:31:18,Mandiri,060317199,Cancelled,FT711363756
FP48087,2022-05-17 20:30:13,Mandiri,044556992,Failed,FT971221204
FP72928,2022-08-31 04:43:34,Muamalat,040606655,Cancelled,FT627695251
FP94106,2023-06-23 11:54:44,BSI,116119377,Failed,FT221169616
FP43271,2023-04-21 04:46:04,Mandiri,017498744,Cancelled,FT323495753
FP84580,2022-12-26 20:19:14,Jenius,045024407,Success,FT457328681
FP76422,2022-09-05 06:17:29,BSI,128796416,Failed,FT461550262
FP40272,2022-08-01 06:10:33,Jenius,072340714,Failed,FT237446554
FP81135,2023-09-14 13:15:32,BRI,115616693,Failed,FT231279580
FP50757,2022-09-07 18:54:19,CIMB,039813035,Cancelled,FT196521970
FP23974,2022-06-11 10:37:25,Jenius,065965928,Failed,FT694556471
FP03383,2022-10-03 17:43:36,BSI,103091589,Failed,FT951973905
FP65796,2022-02-15 04:40:20,Jenius,082766647,Failed,FT052710624
FP96975,2023-04-13 09:55:37,BNI,077344524,Success,FT045584024
FP59760,2023-12-30 15:06:57,BCA,082359591,Cancelled,FT280686817
FP87773,2023-05-03 23:40:59,BRI,080735036,Failed,FT462628688
FP17135,2022-03-09 06:42:25,Mandiri,107044231,Success,FT558087775
FP15501,2023-07-26 18:08:02,CIMB,023489912,Cancelled,FT501880734
FP92849,2023-03-26 17:18:08,Muamalat,012237667,Cancelled,FT298691198
FP77471,2023-03-02 18:05:30,BCA,055173911,Success,FT635563069
FP28079,2023-09-08 20:39:47,Muamalat,071676450,Cancelled,FT234063250
FP31764,2022-05-10 23:39:59,Digibank,107211585,Cancelled,FT212189996
FP30373,2022-05-01 18:55:57,Permata,107395511,Success,FT906030068
FP20652,2023-03-26 23:23:24,Mandiri,033831411,Cancelled,FT176329036
FP90312,2023-03-07 14:39:51,Permata,026847726,Cancelled,FT151674853
FP13618,2023-09-29 03:23:58,Muamalat,047869738,Failed,FT272309544
FP60973,2022-08-30 22:49:02,CIMB,091757139,Failed,FT664634242
FP09211,2022-08-26 11:37:54,BCA,086724287,Failed,FT434303662
FP46422,2022-05-25 16:40:51,Jenius,051659963,Success,FT521147174
FP77276,2023-01-14 18:01:46,BRI,096446733,Failed,FT420726367
FP53836,2022-09-08 17:28:04,CIMB,080945350,Cancelled,FT393678064
FP41213,2022-12-25 02:26:56,BNI,072048618,Cancelled,FT206645435
FP71249,2022-04-07 19:59:55,BNI,071667265,Cancelled,FT501093555
FP71926,2023-05-08 21:16:06,Jenius,097227689,Failed,FT104108591
FP42696,2023-01-24 04:31:43,BSI,035629317,Success,FT653188092
FP10066,2022-07-10 09:11:41,BNI,128373800,Success,FT931031289
FP50679,2022-05-06 13:45:45,BSI,118234616,Cancelled,FT640384648
FP35155,2022-09-29 03:58:38,CIMB,029817630,Failed,FT675365762
FP68790,2022-09-29 01:43:57,Permata,117361988,Success,FT279505976
FP77623,2022-01-29 04:54:24,BNI,058412983,Cancelled,FT740466696
FP98623,2022-05-03 19:47:06,BNI,049039249,Failed,FT702876478
FP61339,2022-06-04 22:57:16,Mandiri,090105876,Cancelled,FT452642401
FP41308,2022-04-28 02:44:14,BSI,013577630,Failed,FT712303173
FP50097,2023-09-25 15:30:39,Digibank,041861541,Success,FT796089434
FP21797,2022-05-27 17:06:53,Danamon,032143825,Success,FT079500694
FP70394,2023-07-02 15:30:59,BRI,029940536,Cancelled,FT167357095
FP59959,2022-02-18 05:59:59,BSI,078764103,Success,FT846741444
FP12808,2022-02-16 20:24:51,Digibank,066963796,Failed,FT959368516
FP80499,2023-07-11 10:03:00,Mandiri,012412534,Success,FT100540457
FP06343,2023-10-01 07:55:53,BSI,044252924,Cancelled,FT821448594
FP98964,2023-11-29 15:34:25,Permata,013651187,Cancelled,FT864822323
FP67301,2022-02-06 17:25:16,Digibank,053734705,Failed,FT929658628
FP58759,2022-07-08 15:37:56,BCA,042213169,Success,FT618296138
FP76229,2023-02-24 03:43:48,Jenius,094892729,Success,FT875943556
FP05863,2022-07-12 07:37:11,Digibank,081637667,Failed,FT576035066
FP99475,2022-10-24 21:39:27,Muamalat,119173271,Cancelled,FT305007997
FP79233,2022-01-27 03:35:37,CIMB,094350669,Success,FT808213687
FP32189,2022-01-07 04:51:26,Danamon,106074600,Failed,FT620878445
FP04405,2023-07-15 15:01:21,Jenius,079843052,Cancelled,FT476627873
FP53816,2022-05-02 07:16:12,Mandiri,108749247,Success,FT304903927
FP44949,2022-10-20 02:14:05,Digibank,118562472,Cancelled,FT375168901
FP09121,2023-03-03 22:01:15,Mandiri,025091078,Cancelled,FT621594815
FP39515,2023-10-01 23:28:10,Digibank,056723894,Failed,FT065689273
FP56588,2023-10-19 13:30:16,Jenius,037616894,Success,FT723242662
FP03929,2023-01-08 01:49:36,Muamalat,050793639,Cancelled,FT918992383
FP76170,2023-11-23 10:53:44,BRI,013071615,Failed,FT637914311
FP66947,2022-02-03 03:34:41,Jenius,078876949,Success,FT180712710
FP47118,2023-03-15 23:03:27,BCA,072075788,Cancelled,FT834083741
FP14744,2023-10-11 12:06:14,Jenius,042581710,Cancelled,FT181623079
FP68433,2023-10-22 17:27:30,BNI,039390642,Success,FT125752119
FP16005,2023-12-26 07:03:19,Permata,101776576,Success,FT970868416
FP21690,2022-11-08 09:53:37,BRI,129808565,Failed,FT391681326
FP22380,2022-07-17 11:15:18,Danamon,092710191,Success,FT724148327
FP01953,2022-04-10 18:33:38,Jenius,120375725,Failed,FT265894129
FP18086,2022-12-29 06:08:10,Mandiri,105706681,Success,FT769795663
FP12832,2023-07-21 06:39:33,BNI,032438860,Success,FT476344050
FP30645,2022-09-23 16:44:10,BCA,125705727,Failed,FT393938722
FP11125,2023-04-16 23:39:07,Jenius,013706430,Cancelled,FT271065887
FP89405,2023-03-26 16:13:03,BRI,102856453,Failed,FT764729422
FP15396,2023-06-23 01:22:00,CIMB,019700029,Failed,FT135667573
FP32326,2023-08-28 10:35:16,Digibank,120708033,Success,FT565136387
FP64978,2022-06-04 19:26:56,CIMB,119040401,Success,FT261606043
FP07698,2023-01-04 09:49:57,BSI,095812410,Cancelled,FT561782726
FP54203,2022-06-04 02:46:10,Danamon,023583779,Cancelled,FT577008983
FP90790,2022-10-27 04:53:36,CIMB,020789880,Cancelled,FT709509366
FP57425,2023-07-15 23:18:40,Digibank,015284183,Cancelled,FT253083138
FP84329,2022-03-15 19:16:13,BSI,058162990,Success,FT965212472
FP73798,2023-04-28 08:56:54,BCA,114168304,Cancelled,FT983817378
FP01881,2023-07-30 11:07:15,BCA,044685928,Cancelled,FT363696376
FP53912,2022-02-01 18:22:37,BRI,022401263,Cancelled,FT763947352
FP82715,2022-06-24 10:16:24,Danamon,013321103,Cancelled,FT071356385
FP12902,2023-01-11 08:25:47,BSI,073768421,Cancelled,FT608072930
FP95758,2023-08-15 00:37:16,Jenius,032201767,Success,FT837206218
FP17054,2022-08-30 11:17:43,Digibank,095897257,Failed,FT713913007
FP41924,2022-07-23 21:56:20,Digibank,095971461,Failed,FT553037581
FP73141,2023-07-11 15:53:49,BRI,089082353,Cancelled,FT844669332
FP22282,2022-11-09 14:13:10,Jenius,070579079,Success,FT788077457
FP62390,2023-01-09 09:18:17,Danamon,056733279,Cancelled,FT950587835
FP48086,2023-04-25 09:06:04,BNI,064446451,Cancelled,FT331503878
FP44631,2022-01-22 13:03:36,BCA,014906077,Success,FT529998562
FP72280,2023-06-09 09:57:26,CIMB,053955584,Failed,FT452107353
FP51451,2022-04-23 19:46:42,Muamalat,082024347,Cancelled,FT657424469
FP85781,2023-12-06 01:39:20,Muamalat,057835309,Success,FT273850802
FP48000,2023-04-26 19:14:49,Danamon,100543551,Failed,FT046111491
FP02329,2023-01-16 01:59:16,Muamalat,041737125,Failed,FT668221118
FP52367,2022-03-31 12:30:24,Permata,062552910,Success,FT743091487
FP62082,2023-10-11 02:38:52,CIMB,067283307,Failed,FT731437797
FP52339,2023-07-31 08:52:58,Permata,097015244,Cancelled,FT262456194
FP17131,2022-02-20 07:45:30,CIMB,059478324,Failed,FT294662516
FP38348,2023-06-07 20:57:09,Mandiri,058299012,Failed,FT112395536
FP30905,2022-09-06 17:55:01,BNI,010613762,Cancelled,FT527921153
FP98932,2022-04-06 06:45:02,Jenius,079755810,Failed,FT741213704
FP94328,2023-04-08 23:53:59,BRI,021059768,Success,FT976759629
FP60803,2023-07-20 10:57:55,Permata,053824660,Cancelled,FT126786736
FP84142,2023-04-05 08:08:07,Digibank,030477247,Cancelled,FT278548381
FP59510,2023-01-26 17:52:43,Digibank,035914873,Failed,FT741400432
FP70629,2022-09-19 13:37:14,BCA,034438376,Success,FT318198039
FP30272,2022-09-04 07:08:49,CIMB,066720573,Cancelled,FT188732676
FP56004,2022-01-05 16:04:36,BSI,056940897,Failed,FT405323908
FP05584,2023-03-22 22:00:33,Jenius,025959178,Failed,FT607810084
FP63751,2023-05-23 20:18:49,CIMB,082351256,Success,FT424826642
FP62657,2022-10-11 17:08:20,Permata,085644601,Failed,FT975198923
FP78662,2022-01-11 04:40:17,Danamon,079424808,Failed,FT376215891
FP88078,2022-09-14 09:27:48,Digibank,024661289,Failed,FT166281376
FP97839,2023-07-06 12:58:46,BRI,057591096,Cancelled,FT396521382
FP87695,2023-10-25 09:17:42,Permata,082176428,Failed,FT156547020
FP97255,2023-11-13 21:06:33,Digibank,045368273,Failed,FT466469075
FP76679,2022-02-25 07:57:39,BSI,103330389,Success,FT209529752
FP31138,2022-05-01 15:56:15,Muamalat,017027092,Failed,FT218813873
FP14031,2023-11-12 17:13:20,BNI,082032669,Cancelled,FT045161757
FP95579,2023-02-02 15:07:00,Permata,071335788,Success,FT394464865
FP29539,2022-12-20 05:34:44,BRI,031600712,Success,FT432288249
FP75930,2022-08-01 20:05:39,Muamalat,086468970,Cancelled,FT921341528
FP22511,2023-08-02 18:24:17,BSI,079055374,Cancelled,FT540885036
FP39414,2023-08-14 18:38:09,BRI,081124976,Cancelled,FT440367979
FP19199,2022-12-26 04:10:40,BRI,110989655,Success,FT166293653
FP56120,2023-01-04 13:28:02,Danamon,036221167,Failed,FT482334980
FP97472,2023-08-26 17:13:42,BRI,060865120,Failed,FT032522012
FP48411,2023-04-13 11:28:21,Mandiri,055697060,Failed,FT069282866
FP95174,2022-08-27 17:45:52,Mandiri,089935633,Success,FT944239758
FP54392,2023-10-01 08:24:24,Danamon,038674424,Failed,FT335606572
FP34930,2023-03-22 18:09:37,BSI,036949148,Cancelled,FT089124286
FP18610,2022-09-27 13:42:51,BCA,029365399,Cancelled,FT188653462
FP26367,2023-11-03 23:01:38,Digibank,021194335,Cancelled,FT979101433
FP51339,2022-05-10 00:44:18,Mandiri,105970637,Cancelled,FT921341528
FP07108,2022-04-08 15:22:15,BRI,047036299,Failed,FT023867845
FP07864,2022-03-03 18:46:38,Digibank,056681279,Cancelled,FT008265298
FP01946,2023-12-24 07:52:56,BRI,104339790,Failed,FT871655657
FP61766,2023-07-06 06:01:41,Danamon,051469153,Success,FT177437146
FP44944,2023-07-27 17:56:56,BSI,120484519,Cancelled,FT691243293
FP54822,2022-11-19 00:36:51,BNI,028265005,Success,FT820247112
FP96542,2023-04-07 17:00:31,BNI,120438219,Success,FT259314924
FP52584,2022-08-20 04:55:58,BSI,071701972,Success,FT603213653
FP26417,2023-06-26 13:25:41,Jenius,054309498,Failed,FT846741444
FP22867,2023-04-19 21:16:41,BSI,024993902,Cancelled,FT068733558
FP72187,2023-07-04 07:55:48,CIMB,015739748,Cancelled,FT473702729
FP29822,2023-06-11 17:59:34,Permata,092970520,Cancelled,FT252563462
FP35547,2023-06-08 16:38:07,BSI,011734129,Failed,FT735588059
FP14587,2022-01-09 12:02:10,BCA,100445905,Failed,FT113564332
FP42827,2022-10-02 14:47:44,Jenius,124574807,Cancelled,FT342642652
FP31407,2023-09-15 16:34:04,BSI,064263278,Cancelled,FT390427062
FP29223,2022-09-24 12:10:06,Mandiri,032913660,Success,FT305243540
FP60997,2022-05-11 09:18:06,BCA,082382335,Success,FT334448350
FP91764,2022-02-15 15:09:48,Danamon,027614220,Success,FT134636949
FP46356,2022-02-06 08:13:04,BCA,080366214,Success,FT417395429
FP59475,2022-08-12 22:01:12,Jenius,013961495,Failed,FT722706699
FP67059,2022-03-09 08:29:27,BRI,112637798,Cancelled,FT414432140
FP80839,2023-06-02 11:09:04,Jenius,023253591,Success,FT743195599
FP02194,2022-06-09 10:48:32,Mandiri,087851230,Success,FT811404284
FP40648,2023-03-03 06:26:40,Mandiri,063506978,Success,FT103107582
FP55810,2022-02-26 19:52:34,BSI,050080504,Failed,FT399399747
FP39498,2022-10-17 15:43:38,Muamalat,082214348,Success,FT960268276
FP38435,2022-07-21 23:35:14,BRI,040448855,Cancelled,FT475238529
FP58879,2022-07-24 17:17:07,Muamalat,104469893,Success,FT117179226
FP04837,2023-09-15 11:03:11,BRI,043127047,Cancelled,FT421445234
FP08395,2023-11-09 20:28:32,BNI,106983500,Failed,FT512564056
FP36688,2022-09-23 07:54:18,Mandiri,090107081,Success,FT605321801
FP98922,2022-12-23 18:42:54,Jenius,084331931,Failed,FT539728732
FP21188,2022-01-07 00:17:49,BNI,116212135,Success,FT889423927
FP21146,2022-06-04 02:23:51,Digibank,050064672,Success,FT088105271
FP25184,2022-12-24 04:06:42,BNI,090648427,Failed,FT634212476
FP60042,2023-05-31 13:56:13,Danamon,022177924,Failed,FT316339048
FP37203,2023-09-22 01:00:33,BRI,032061936,Failed,FT179476724
FP79137,2023-12-05 16:04:51,BNI,070229950,Cancelled,FT591032862
FP95844,2022-08-16 17:26:39,Permata,102307562,Failed,FT450496488
FP30959,2022-08-18 09:10:33,Permata,082737443,Success,FT340186030
FP07750,2022-02-11 22:19:21,Digibank,129374468,Cancelled,FT077740646
FP79737,2023-09-04 14:03:58,CIMB,056496231,Failed,FT266182990
FP55344,2023-07-25 05:03:47,Danamon,028688967,Success,FT548400171
FP73334,2023-05-10 20:33:27,BRI,035310053,Cancelled,FT638041035
FP75189,2022-08-27 03:12:34,Danamon,076218046,Cancelled,FT551127294
FP96635,2023-08-23 13:21:52,BRI,059528960,Failed,FT857482251
FP29430,2022-08-06 00:38:43,Permata,123276274,Failed,FT870106863
FP44355,2023-04-25 14:36:20,Mandiri,039913524,Cancelled,FT156772963
FP11267,2022-02-13 06:36:56,Digibank,089475889,Cancelled,FT234344922
FP70332,2023-08-24 01:45:39,Danamon,110565370,Failed,FT551460074
FP39093,2022-10-23 21:51:40,Danamon,049907148,Failed,FT914928239
FP88836,2022-10-06 21:51:48,BRI,022167989,Failed,FT005786416
FP20914,2023-03-08 13:36:42,Digibank,045418974,Cancelled,FT067550291
FP39783,2022-06-16 21:15:54,Jenius,103026936,Failed,FT715721540
FP35922,2022-01-03 03:58:28,BCA,128097047,Success,FT701778932
FP16296,2022-01-11 04:59:03,Muamalat,123153892,Failed,FT904705254
FP07904,2022-08-02 21:15:10,BNI,016167898,Cancelled,FT525635651
FP19061,2022-12-24 17:13:58,Mandiri,033211565,Success,FT810609817
FP33671,2022-05-19 08:01:34,CIMB,015931986,Success,FT487304803
FP49551,2023-08-19 17:35:33,BCA,054823932,Failed,FT580748330
FP73418,2023-01-25 22:38:33,BSI,108977624,Success,FT639427380
FP98648,2023-07-22 16:08:41,Jenius,091611822,Success,FT951960164
FP51607,2023-06-19 04:30:45,BCA,098398164,Cancelled,FT935105142
FP28502,2022-08-26 16:19:36,BRI,085895845,Success,FT825926222
FP67169,2023-01-20 09:28:06,BCA,077662196,Success,FT577476406
FP31007,2023-04-20 20:28:41,Danamon,102996326,Success,FT566795227
FP50876,2022-08-09 17:11:44,Permata,017861672,Failed,FT289204857
FP89129,2022-07-28 08:00:27,Permata,089298257,Cancelled,FT028820870
FP90737,2023-11-03 09:46:00,BNI,040899226,Cancelled,FT077637894
FP50709,2023-05-26 05:48:22,BRI,067604973,Success,FT916543909
FP44723,2022-09-15 23:05:47,BCA,084889072,Cancelled,FT292622657
FP88120,2023-10-10 12:50:58,BSI,018714443,Failed,FT688051706
FP19480,2022-04-25 12:10:25,BSI,066457532,Success,FT666709196
FP59264,2023-05-15 02:39:06,Digibank,039896861,Failed,FT656316671
FP06682,2023-05-29 03:33:19,BRI,068473365,Cancelled,FT327132196
FP93947,2023-08-27 10:25:42,BRI,024150334,Cancelled,FT993947008
FP70496,2023-05-04 18:43:08,BCA,106099384,Success,FT757918509
FP08481,2023-06-30 01:30:50,BSI,099641289,Success,FT054494339
FP25344,2023-11-08 08:18:01,BSI,126208919,Failed,FT102486238
FP52424,2023-05-04 17:56:45,Jenius,069843376,Cancelled,FT077439488
FP04828,2023-04-16 13:51:39,Muamalat,062678043,Failed,FT320242795
FP66965,2023-10-10 06:44:00,BRI,072858756,Failed,FT556956165
FP08479,2023-12-07 16:08:05,BRI,066453882,Failed,FT660023404
FP26219,2022-08-13 14:12:23,BCA,122244595,Success,FT839537370
FP31999,2022-02-06 20:57:37,Danamon,112788168,Cancelled,FT648294561
FP32413,2023-02-12 01:42:32,CIMB,071638252,Failed,FT555738128
FP00581,2023-08-29 06:20:58,BCA,034135433,Success,FT341186197
FP30571,2022-05-22 19:06:37,BRI,029894019,Success,FT238675367
FP82749,2022-10-30 12:17:29,Muamalat,070348789,Cancelled,FT167616521
FP96629,2023-12-09 08:38:47,Jenius,072515824,Cancelled,FT337755877
FP99936,2022-10-06 15:21:33,CIMB,120285349,Failed,FT866862471
FP12747,2022-02-14 20:40:33,Digibank,085139394,Failed,FT063991681
FP52936,2022-05-03 02:09:34,BCA,028276528,Success,FT728639987
FP00817,2023-05-27 05:00:43,CIMB,063145753,Success,FT292725378
FP48206,2022-04-08 21:13:57,Jenius,031389075,Cancelled,FT367545449
FP61285,2022-08-30 08:01:37,BNI,082722694,Cancelled,FT932504018
FP45738,2023-07-13 11:34:00,BRI,101122120,Failed,FT881797077
FP23834,2022-05-17 12:01:58,CIMB,026320081,Success,FT343401056
FP99703,2022-09-08 15:01:19,BCA,041654842,Cancelled,FT006408312
FP25232,2023-07-06 02:48:32,Permata,075842510,Success,FT231155151
FP66004,2022-08-05 18:34:00,CIMB,122351491,Success,FT434303662
FP83822,2023-09-28 08:03:40,BSI,037309619,Cancelled,FT385643175
FP46108,2022-04-07 11:44:47,BSI,117270448,Failed,FT867667013
FP69692,2022-06-01 22:56:21,Muamalat,059099143,Success,FT990338025
FP96317,2022-08-04 15:56:54,Muamalat,071848709,Success,FT362384792
FP17775,2022-06-03 20:54:46,Permata,015159056,Failed,FT620878445
FP53138,2023-09-16 18:34:37,BSI,084822149,Cancelled,FT084869865
FP48983,2023-06-02 02:17:24,Danamon,031309686,Success,FT689483379
FP91058,2023-09-25 11:03:57,Danamon,026629999,Failed,FT512510667
FP54168,2023-02-21 05:35:01,BSI,012348404,Cancelled,FT232586743
FP70143,2022-12-09 13:50:59,BRI,092280139,Failed,FT484878745
FP69235,2022-04-27 18:49:21,Digibank,033893064,Failed,FT098019130
FP29008,2023-10-19 21:01:50,Jenius,084634641,Cancelled,FT252304437
FP11703,2022-12-07 18:08:12,BSI,014508653,Failed,FT724830581
FP00854,2022-12-03 15:39:07,Jenius,045803385,Cancelled,FT493274617
FP45319,2022-08-30 22:55:23,Muamalat,096089174,Success,FT851594803
FP89089,2023-11-27 17:03:27,CIMB,059028075,Success,FT844753094
FP20546,2023-08-03 13:06:09,BRI,116173410,Cancelled,FT355246613
FP90521,2023-10-04 04:11:12,Mandiri,034114292,Success,FT745063655
FP04282,2023-07-21 20:29:02,Muamalat,011979405,Cancelled,FT089786529
FP03036,2022-08-13 04:40:29,Danamon,055687711,Failed,FT763618567
