transaction_id,created_at,recipient_bank,account_number,amount,unique_code,transaction_status,admin_fee,user_id
FT058312533,2022-01-31 21:54:16,BNI,126372418,2389000.0,904.0,Checking,0,7898268
FT578606065,2023-03-16 00:44:40,JAGO,107672548,3627000.0,556.0,Checking,1500,8991607
FT612657131,2023-06-03 03:55:41,Dana,103813071,4517000.0,54.0,Success,0,5977126
FT222222881,2023-06-27 02:06:32,BRI,050236235,2434000.0,778.0,Need Confirmation,0,2185217
FT720621624,2023-02-28 23:25:25,Maybank,094238655,3743000.0,133.0,Checking,0,7011894
FT305243540,2022-06-14 05:08:31,BRI,043191824,1062000.0,252.0,Checking,1500,4294984
FT709921335,2023-10-16 18:58:14,Permata,029590261,4669000.0,271.0,Need Confirmation,0,5346849
FT580748330,2023-09-08 14:31:18,Gopay,075474496,2239000.0,261.0,Checking,1500,8183609
FT772789336,2022-12-16 23:38:30,Mandiri,079068170,4043000.0,403.0,Checking,0,2210000
FT237150158,2023-03-17 11:25:11,Muamalat,124293023,349000.0,285.0,Checking,0,3277636
FT996860608,2023-09-11 13:49:00,BRI,012902028,2974000.0,917.0,Success,0,3304371
FT041889399,2022-12-13 03:50:13,Dana,107250038,3729000.0,967.0,Cancelled,0,2752890
FT044400996,2022-10-25 04:39:59,Gopay,038228333,1517000.0,379.0,Failed,1500,2777877
FT569790620,2023-06-07 13:10:31,BNI,041332588,4430000.0,524.0,Failed,1500,5761901
FT573087284,2022-09-14 15:39:56,LinkAja,074908853,950000.0,135.0,Success,0,8176980
FT816186740,2023-05-26 19:32:15,BRI,074440104,2981000.0,629.0,Success,1500,6108756
FT396521382,2023-07-05 00:35:14,JAGO,107392378,3937000.0,328.0,Failed,1500,3513847
FT333427449,2023-05-20 07:11:17,Mandiri,077476146,2732000.0,697.0,Failed,1500,9701100
FT763598295,2022-10-03 08:25:51,BJB,088826086,565000.0,383.0,Cancelled,1500,4015441
FT158261157,2022-12-15 06:47:16,LinkAja,033442350,2484000.0,673.0,Need Confirmation,0,1360321
FT652657735,2023-09-29 04:36:20,BCA,123551672,4888000.0,177.0,Cancelled,1500,2185217
FT378637616,2022-09-10 13:22:08,Dana,023316629,1556000.0,364.0,Checking,0,3896182
FT645998038,2023-11-26 10:32:44,Shopeepay,069601217,2889000.0,370.0,Success,1500,3170865
FT016224877,2022-09-16 13:20:24,BCA,112223843,282000.0,732.0,Cancelled,1500,5014808
FT390669998,2023-03-15 15:24:46,LinkAja,017906223,4930000.0,923.0,Success,0,3170865
FT868333817,2023-01-21 00:26:40,Shopeepay,091843807,838000.0,676.0,Need Confirmation,0,9444680
FT146507189,2022-06-09 02:54:18,JAGO,106868337,2750000.0,632.0,Need Confirmation,0,1360321
FT735502323,2022-06-22 19:19:57,Muamalat,096823411,1646000.0,496.0,Failed,0,6763872
FT184748694,2022-07-09 20:44:20,BCA,072525429,4614000.0,669.0,Processed,1500,7898268
FT965547623,2023-03-28 23:51:10,Ovo,069896307,1507000.0,876.0,Processed,1500,8991607
FT566701430,2022-08-02 22:04:37,BJB,042563945,2800000.0,263.0,Failed,1500,7924978
FT678217723,2022-04-27 21:34:44,JAGO,120429820,4900000.0,113.0,Success,0,5717586
FT821448594,2023-10-20 19:21:47,Maybank,059647553,862000.0,789.0,Checking,0,6763872
FT410132791,2022-10-21 11:13:58,Mandiri,118319162,1839000.0,321.0,Need Confirmation,1500,5761901
FT872660032,2023-03-08 16:12:47,BJB,061530263,4023000.0,302.0,Processed,1500,3594704
FT008549062,2023-01-14 04:11:50,Mandiri,126146725,2079000.0,708.0,Success,0,2777877
FT663259808,2023-05-31 12:17:40,BCA,070084425,4934000.0,728.0,Cancelled,1500,7898268
FT555234881,2023-05-21 02:13:14,Permata,027770177,4071000.0,732.0,Failed,0,3725030
FT418430780,2023-02-12 07:06:46,Mandiri,022279547,3339000.0,460.0,Processed,1500,4620956
FT123644990,2023-08-04 20:43:21,BRI,107993942,1680000.0,122.0,Processed,1500,8952856
FT784852472,2022-11-05 00:00:34,BJB,116001016,3631000.0,358.0,Need Confirmation,1500,7898268
FT077802844,2023-04-13 14:24:51,BRI,039557249,2859000.0,870.0,Cancelled,0,2398427
FT183620627,2022-05-20 04:58:47,Maybank,080269586,4167000.0,299.0,Failed,1500,5559363
FT272475656,2022-04-30 23:07:27,Ovo,101412199,3517000.0,622.0,Cancelled,0,6729249
FT512378675,2023-07-25 12:53:35,Dana,011282891,3067000.0,487.0,Checking,0,2651524
FT607604578,2023-12-20 15:48:33,JAGO,043162549,2857000.0,433.0,Cancelled,0,3458256
FT889782448,2022-04-04 07:34:36,Ovo,114361897,367000.0,656.0,Failed,1500,3896182
FT803475046,2022-10-29 23:09:51,BCA,073422534,4829000.0,428.0,Checking,0,8302015
FT170904789,2022-04-08 03:49:24,Permata,095340665,2096000.0,529.0,Success,0,5559363
FT258872505,2023-09-08 00:52:55,Muamalat,104391628,2374000.0,529.0,Processed,0,4532476
FT351492079,2023-01-16 11:48:10,Maybank,099564874,1169000.0,858.0,Processed,1500,5014808
FT923054098,2023-08-29 22:22:56,BSI,052521333,919000.0,448.0,Cancelled,1500,2113093
FT678314499,2022-01-07 12:24:42,BNI,099729554,2682000.0,524.0,Cancelled,0,6550322
FT492970047,2023-04-23 17:13:39,Maybank,091841391,1692000.0,573.0,Processed,0,2210000
FT192594268,2023-10-05 16:33:12,LinkAja,044851105,4758000.0,169.0,Failed,1500,7924978
FT715721540,2023-06-03 22:32:04,BRI,052388165,4799000.0,252.0,Failed,1500,6763872
FT820247112,2023-02-09 08:19:45,Gopay,123893725,768000.0,86.0,Need Confirmation,1500,7787823
FT891780841,2023-01-01 22:19:27,LinkAja,116789532,4739000.0,254.0,Cancelled,0,4614393
FT859205098,2022-12-13 16:12:01,BCA,023439713,2962000.0,568.0,Processed,1500,2707415
FT422739019,2023-01-28 08:31:55,BNI,110527826,3719000.0,315.0,Cancelled,1500,5559363
FT823561200,2023-08-04 15:49:01,BJB,117871643,3306000.0,594.0,Cancelled,1500,3703203
FT414425882,2023-04-30 00:47:56,JAGO,074332393,776000.0,543.0,Failed,1500,7834572
FT302439874,2022-11-16 22:26:27,Dana,101171090,1000000.0,755.0,Success,0,4696083
FT870976848,2022-09-30 22:38:20,Maybank,117301294,267000.0,198.0,Success,0,7834572
FT097361592,2022-01-29 00:12:14,LinkAja,066635891,1104000.0,439.0,Cancelled,0,3725030
FT335973313,2022-07-31 11:37:11,BSI,127864200,4916000.0,673.0,Need Confirmation,0,6550322
FT838069733,2022-01-05 12:36:36,BNI,126046731,22000.0,746.0,Cancelled,1500,1360321
FT590481650,2022-06-26 09:30:07,Ovo,030107782,2650000.0,449.0,Failed,1500,9160089
FT058755001,2023-08-08 09:51:04,Shopeepay,106793237,127000.0,759.0,Failed,0,1968560
FT792337634,2022-03-11 02:25:12,BJB,090348073,2274000.0,644.0,Checking,1500,9190387
FT424365654,2023-01-11 13:40:26,BNI,121412975,192000.0,797.0,Processed,0,4015441
FT920984698,2023-10-26 05:43:27,Dana,082003805,1270000.0,131.0,Checking,1500,3984110
FT020142105,2023-04-28 19:43:28,Mandiri,103332219,35000.0,595.0,Checking,0,1572750
FT878451687,2023-09-26 04:42:39,BNI,126725447,3788000.0,732.0,Checking,1500,2065198
FT036495580,2023-12-10 10:34:39,Ovo,091986094,699000.0,321.0,Need Confirmation,0,8176980
FT608890061,2022-03-24 09:43:10,Gopay,060801401,2752000.0,393.0,Processed,0,9160089
FT871729025,2022-01-27 19:19:18,Muamalat,016528505,1148000.0,253.0,Processed,0,3904182
FT928502630,2022-08-19 04:19:26,Gopay,030362187,3590000.0,701.0,Processed,1500,3513847
FT506194890,2023-02-07 19:53:06,BSI,013452454,1926000.0,671.0,Checking,0,1847436
FT648294561,2022-03-01 23:35:02,JAGO,063595002,947000.0,942.0,Success,0,1352128
FT639987946,2022-03-23 21:10:05,Gopay,035071004,803000.0,621.0,Success,1500,7470590
FT777981520,2023-05-31 01:10:03,Muamalat,090662393,670000.0,408.0,Cancelled,1500,8991607
FT935863073,2022-05-06 01:44:17,Ovo,108260425,2932000.0,514.0,Checking,0,6108756
FT586859693,2023-05-03 22:26:31,Dana,062898108,748000.0,167.0,Cancelled,0,5559363
FT116064827,2023-03-31 06:39:02,Permata,074384370,4443000.0,603.0,Need Confirmation,0,5346849
FT205299206,2023-05-23 03:45:45,Seabank,096688999,2471000.0,796.0,Processed,0,1794229
FT652429290,2023-08-29 10:10:46,LinkAja,123469984,2415000.0,905.0,Success,1500,4015441
FT639320250,2023-12-22 02:11:13,JAGO,036897164,1425000.0,695.0,Checking,0,7671216
FT549109535,2022-12-22 11:40:20,BCA,086585866,4516000.0,55.0,Failed,1500,3513847
FT559753838,2023-09-01 20:53:18,Dana,105106139,2292000.0,271.0,Success,1500,7614367
FT165818822,2023-09-29 05:50:29,Seabank,057007658,824000.0,456.0,Failed,0,3904182
FT229212469,2022-10-04 12:45:11,Ovo,031355177,342000.0,409.0,Failed,0,3513847
FT429429828,2022-08-07 15:14:48,Shopeepay,122316177,2395000.0,608.0,Cancelled,1500,5559363
FT261315052,2023-03-25 10:36:47,BSI,086616654,1550000.0,242.0,Failed,1500,3170865
FT278458995,2022-02-08 11:23:53,Maybank,097743299,1882000.0,210.0,Processed,0,6108756
FT382387196,2022-08-19 05:50:56,Dana,127926672,2146000.0,407.0,Cancelled,0,2434544
FT863421681,2022-02-01 11:58:12,Seabank,108361081,2571000.0,785.0,Processed,1500,2777877
FT568509223,2023-03-25 10:39:01,BRI,029017362,3972000.0,99.0,Success,0,6257735
FT361534782,2022-12-26 10:47:13,BJB,029288845,2466000.0,244.0,Processed,0,1968560
FT138936335,2022-10-05 19:39:12,BCA,054175169,4252000.0,160.0,Cancelled,0,3277636
FT500534826,2023-05-13 12:06:07,LinkAja,050000270,4595000.0,806.0,Failed,0,8302015
FT429674785,2022-01-19 22:31:32,Permata,120100165,4187000.0,940.0,Cancelled,0,3710530
FT082478189,2023-12-21 10:38:30,BNI,065862759,1320000.0,175.0,Processed,1500,4299271
FT069491183,2023-03-19 18:25:41,BCA,030109887,3063000.0,148.0,Success,0,3692192
FT544797514,2023-01-16 04:32:18,Dana,089973530,3233000.0,573.0,Processed,1500,5701323
FT437439423,2023-12-06 00:01:55,Seabank,019515120,4133000.0,294.0,Need Confirmation,0,2185217
FT744223604,2022-01-13 07:39:19,LinkAja,065833306,2986000.0,355.0,Success,1500,7787823
FT592693266,2023-12-25 14:47:02,Maybank,041365429,832000.0,848.0,Checking,1500,2707415
FT469186807,2022-08-05 14:06:50,Shopeepay,053343536,2370000.0,992.0,Success,1500,7142768
FT663173270,2023-11-19 01:09:56,Gopay,050909669,1659000.0,689.0,Cancelled,1500,4620956
FT878816214,2023-01-31 20:28:47,BRI,043522545,4306000.0,324.0,Need Confirmation,0,9689676
FT130026339,2023-04-26 03:17:37,BNI,106270213,2067000.0,675.0,Failed,0,7011894
FT930087123,2023-10-18 00:00:26,Shopeepay,051525275,698000.0,383.0,Processed,1500,4590078
FT547724161,2022-06-22 23:58:22,Dana,026543059,2662000.0,759.0,Cancelled,1500,2393555
FT555008014,2023-02-25 12:07:58,BSI,035294140,2058000.0,143.0,Need Confirmation,1500,2319026
FT316321379,2023-03-26 05:56:02,BSI,018858778,1026000.0,578.0,Checking,0,5717586
FT194147707,2023-05-29 00:32:03,BJB,025309702,4609000.0,153.0,Cancelled,0,7614367
FT890570228,2023-02-24 03:47:14,Mandiri,068615563,1355000.0,704.0,Need Confirmation,1500,6719181
FT423571682,2022-11-04 18:32:11,Dana,022043702,4118000.0,389.0,Need Confirmation,1500,5346849
FT572290209,2022-02-09 02:10:56,BSI,084076144,4998000.0,72.0,Checking,0,8176980
FT197130864,2022-10-20 11:40:52,BCA,059596138,2843000.0,996.0,Success,0,7924978
FT409950426,2022-04-26 02:59:12,Maybank,098868979,1707000.0,253.0,Success,0,2398427
FT784887629,2022-06-15 01:02:50,BCA,063800386,2973000.0,255.0,Processed,0,9490323
FT614352269,2023-11-16 21:41:25,Seabank,096624788,1195000.0,75.0,Success,0,2065198
FT306179104,2023-09-29 00:59:03,LinkAja,051841072,1754000.0,958.0,Success,0,3710530
FT559944487,2023-12-16 04:44:32,BSI,071416568,4872000.0,227.0,Processed,1500,2388350
FT553599139,2023-10-10 09:07:46,LinkAja,077111472,2657000.0,335.0,Processed,0,4015441
FT362353437,2022-07-06 17:30:56,JAGO,059351797,4692000.0,336.0,Failed,1500,4614393
FT217558668,2022-12-09 22:55:15,LinkAja,065416794,3719000.0,466.0,Cancelled,0,1849092
FT347340569,2023-06-02 02:15:13,BJB,040831912,710000.0,401.0,Checking,0,3592967
FT808923840,2023-06-29 18:57:55,BRI,127597658,2002000.0,853.0,Checking,0,2319026
FT702768735,2022-04-13 20:52:12,Seabank,024148058,362000.0,272.0,Checking,1500,9689676
FT198544639,2023-07-06 11:55:41,Gopay,069297346,3968000.0,218.0,Cancelled,1500,4532476
FT614647418,2023-12-09 18:59:08,Maybank,112955001,4933000.0,683.0,Processed,1500,5310298
FT533029403,2022-07-11 07:37:28,BJB,032323661,4366000.0,236.0,Need Confirmation,1500,2434544
FT912590951,2022-07-02 19:08:26,Dana,088449065,4916000.0,466.0,Success,0,4299271
FT556071231,2022-01-31 12:27:59,BRI,036221303,917000.0,779.0,Cancelled,0,1565475
FT347094015,2023-07-08 13:25:03,Seabank,102769139,3150000.0,469.0,Success,1500,6550322
FT662062817,2023-05-02 22:37:03,JAGO,124977527,4001000.0,194.0,Success,1500,3710530
FT818719132,2023-10-20 23:11:46,BCA,048992390,3388000.0,396.0,Success,0,7470590
FT463163869,2023-09-03 09:15:10,Seabank,128883303,4143000.0,688.0,Cancelled,0,6257735
FT015283066,2023-08-02 21:33:13,BRI,110732967,4932000.0,183.0,Success,1500,7671216
FT989011813,2022-02-15 22:10:05,Ovo,026162757,1745000.0,320.0,Checking,1500,1352128
FT422440309,2023-09-10 15:37:18,BSI,092835911,765000.0,462.0,Cancelled,1500,7142768
FT919838382,2023-07-03 16:25:31,Seabank,079231981,2674000.0,527.0,Processed,0,1360321
FT647779179,2023-01-09 11:32:15,BJB,127907772,3463000.0,400.0,Failed,0,2707415
FT442531924,2022-06-01 05:44:24,BJB,013578626,2535000.0,730.0,Cancelled,0,1847436
FT318110681,2023-06-23 14:01:51,Permata,050353299,3452000.0,476.0,Need Confirmation,1500,2185217
FT691243293,2022-05-21 17:55:53,Seabank,066746052,1027000.0,187.0,Need Confirmation,1500,3277636
FT772890548,2022-01-18 14:05:57,Mandiri,069352951,2541000.0,568.0,Cancelled,1500,3692192
FT044790889,2023-01-16 04:38:28,BRI,113377400,10000.0,936.0,Failed,1500,1565475
FT897162501,2022-03-02 05:31:12,BJB,119261455,3575000.0,388.0,Failed,1500,3592967
FT458686167,2023-02-17 15:38:22,LinkAja,128808524,3140000.0,62.0,Failed,0,9444680
FT021295402,2023-06-18 03:11:47,Gopay,051569176,4721000.0,528.0,Checking,0,5977126
FT630327987,2023-03-29 03:08:07,BCA,043255647,522000.0,326.0,Processed,1500,6550322
FT816412884,2023-06-27 00:48:48,JAGO,076210109,1369000.0,132.0,Success,1500,8952856
FT168775314,2022-11-23 03:00:32,Seabank,067047255,4104000.0,648.0,Checking,1500,5346849
FT722591605,2022-10-14 12:35:36,Muamalat,036541355,2949000.0,512.0,Checking,0,2393555
FT672686634,2023-10-14 23:04:59,LinkAja,024874335,3360000.0,348.0,Checking,1500,9187881
FT490202168,2022-10-25 13:01:39,Maybank,053541163,4583000.0,451.0,Success,0,7671216
FT529271460,2022-07-04 16:56:48,Ovo,058814808,4631000.0,210.0,Failed,1500,9689676
FT850758378,2022-07-09 07:29:47,Permata,081896107,4161000.0,815.0,Checking,1500,2210000
FT368984703,2022-04-16 12:23:26,Maybank,128138249,1540000.0,436.0,Success,0,1847436
FT001850880,2022-07-29 04:52:12,Maybank,049793200,1609000.0,302.0,Processed,0,9444680
FT098232793,2023-09-08 21:39:44,JAGO,044197089,2045000.0,629.0,Success,1500,3692192
FT084725416,2023-11-25 08:13:40,Seabank,025854804,1438000.0,356.0,Cancelled,0,8852173
FT708746163,2022-01-09 11:54:19,Maybank,079412564,662000.0,452.0,Checking,0,1849092
FT420554357,2022-06-30 14:38:47,JAGO,101232887,4845000.0,462.0,Processed,0,8405609
FT986791851,2022-09-20 00:05:57,Dana,035943556,3680000.0,836.0,Cancelled,0,2388350
FT253522405,2022-09-04 23:43:35,LinkAja,083395538,2070000.0,364.0,Checking,1500,1360321
FT724830581,2022-12-05 14:09:33,BNI,025996571,3527000.0,398.0,Cancelled,0,4614393
FT905116736,2022-03-10 08:59:54,JAGO,100607206,1914000.0,577.0,Cancelled,0,2388350
FT112549449,2023-01-02 09:40:53,Ovo,062367370,2154000.0,873.0,Failed,1500,3710530
FT108166371,2022-10-11 18:30:15,Seabank,069052675,1109000.0,329.0,Checking,1500,8852173
FT483390477,2022-10-31 00:43:51,Gopay,095664286,4802000.0,964.0,Processed,1500,5310298
FT296718997,2023-04-12 15:26:26,Dana,027039960,3973000.0,174.0,Success,1500,7243793
FT470935214,2022-05-23 22:14:27,Gopay,119491856,3348000.0,964.0,Need Confirmation,0,9746508
FT448349706,2022-02-09 21:25:55,Ovo,112395852,3368000.0,195.0,Failed,0,7614367
FT528380668,2022-12-27 06:44:39,Permata,074067875,4826000.0,192.0,Success,1500,5346849
FT316885374,2022-11-02 07:14:22,JAGO,032891643,4238000.0,741.0,Need Confirmation,1500,2113093
FT208555449,2023-11-03 11:42:33,LinkAja,026561756,4842000.0,329.0,Checking,1500,4015441
FT115305709,2022-08-24 12:18:08,Permata,013208653,455000.0,179.0,Cancelled,1500,8302015
FT790161778,2022-06-04 16:45:31,Dana,024434241,925000.0,75.0,Need Confirmation,1500,5346849
FT104314518,2022-07-06 13:13:11,Permata,037697091,4539000.0,519.0,Need Confirmation,0,7243793
FT474353901,2022-01-07 20:39:22,JAGO,117011500,4511000.0,454.0,Processed,0,1565475
FT229357918,2023-03-06 16:17:11,Muamalat,062858397,4643000.0,179.0,Success,1500,1360321
FT622716733,2022-01-29 04:43:27,Maybank,054124440,1954000.0,186.0,Failed,1500,8183609
FT327101509,2023-08-21 15:12:16,BCA,034960747,3998000.0,906.0,Success,1500,9187881
FT740918023,2023-09-08 04:43:32,BJB,110052414,1115000.0,111.0,Checking,1500,7707611
FT860240672,2023-01-02 05:06:33,Ovo,065611531,398000.0,709.0,Cancelled,1500,2393555
FT153237710,2023-05-05 22:59:51,Permata,079613127,3383000.0,287.0,Checking,0,3458256
FT595615956,2022-08-13 21:51:04,Shopeepay,103337094,3665000.0,924.0,Checking,1500,3304371
FT926373399,2022-12-24 09:25:53,BSI,081354649,1942000.0,207.0,Failed,0,7265557
FT554883466,2022-03-19 12:53:46,Ovo,126205284,987000.0,240.0,Processed,1500,3729063
FT834383881,2023-08-24 20:32:26,Maybank,059267768,4823000.0,329.0,Success,1500,5346849
FT046816869,2023-09-03 15:50:51,Shopeepay,013114792,1880000.0,622.0,Checking,1500,9746508
FT033572923,2023-07-30 14:59:10,Permata,068188391,1322000.0,813.0,Failed,1500,2319026
FT152621345,2022-06-16 05:52:52,Permata,099338534,3016000.0,312.0,Checking,1500,9187881
FT981965764,2022-02-09 00:55:21,Muamalat,087732870,4349000.0,824.0,Cancelled,1500,2434544
FT857633261,2023-09-28 00:26:30,Seabank,048732291,3276000.0,788.0,Checking,0,5310298
FT739064476,2023-07-08 12:20:49,Seabank,116798248,994000.0,801.0,Success,1500,3304371
FT610515082,2023-07-12 19:24:17,BRI,033413509,435000.0,860.0,Need Confirmation,0,7707611
FT986900028,2022-12-13 09:24:02,Shopeepay,039258629,2417000.0,90.0,Cancelled,1500,2434544
FT818164245,2022-03-29 00:50:46,Mandiri,068554323,3264000.0,140.0,Need Confirmation,1500,4909543
FT623984042,2023-03-26 15:02:28,Permata,123441821,3094000.0,374.0,Failed,1500,8991607
FT363673005,2023-06-26 02:18:42,JAGO,030049280,2673000.0,998.0,Processed,1500,5717586
FT559613584,2023-02-24 11:39:52,BSI,100640179,3494000.0,771.0,Failed,1500,4614393
FT882773633,2022-08-03 06:11:21,Dana,052847363,3604000.0,699.0,Success,1500,9190387
FT972159217,2023-12-19 01:40:27,LinkAja,071539830,3861000.0,810.0,Success,0,7962314
FT321248496,2023-07-30 18:55:32,BSI,097210133,3752000.0,605.0,Cancelled,0,2651524
FT871655657,2023-05-09 19:45:44,Dana,100228326,4801000.0,659.0,Cancelled,0,6108756
FT235817216,2023-01-16 02:46:00,Ovo,039310033,4837000.0,960.0,Failed,1500,2651524
FT277882431,2023-08-04 16:45:51,Maybank,099123749,1824000.0,970.0,Need Confirmation,1500,6257735
FT729592614,2023-10-14 13:53:44,Seabank,077931636,4851000.0,85.0,Cancelled,1500,3170865
FT215377962,2023-12-30 09:57:01,JAGO,064918895,4127000.0,665.0,Need Confirmation,0,6404873
FT898794999,2022-07-13 02:31:54,Muamalat,103222235,3083000.0,234.0,Need Confirmation,1500,9187881
FT579128213,2022-10-03 04:50:38,Muamalat,034106239,548000.0,713.0,Failed,1500,2113093
FT054721672,2022-01-05 17:35:15,Shopeepay,098249718,1586000.0,291.0,Failed,0,1360321
FT005183339,2022-08-24 00:00:17,Ovo,092584699,82000.0,731.0,Need Confirmation,0,5014808
FT468507153,2023-06-01 03:07:07,BNI,073960847,3882000.0,145.0,Success,1500,2434544
FT489919743,2022-12-04 02:58:32,Muamalat,060777195,1457000.0,222.0,Processed,0,5701323
FT033886663,2023-01-28 10:52:10,Mandiri,086942124,47000.0,917.0,Success,1500,9187881
FT124358804,2022-05-01 00:23:19,Permata,068847108,4860000.0,208.0,Processed,1500,7142768
FT424945991,2022-05-03 07:34:27,JAGO,121675042,3606000.0,108.0,Success,0,8302015
FT265976533,2023-06-16 03:30:16,BRI,116553865,4091000.0,178.0,Success,0,1794229
FT489193959,2023-01-22 21:02:24,Dana,080181143,344000.0,194.0,Failed,0,4015441
FT418474759,2023-05-23 15:25:10,Gopay,078025253,4937000.0,701.0,Processed,1500,2210000
FT208319023,2022-07-15 21:23:03,BSI,120776942,3100000.0,677.0,Processed,0,3170865
FT554240819,2023-03-28 02:37:26,Muamalat,014128101,4921000.0,629.0,Need Confirmation,1500,5346849
FT723433897,2022-07-05 07:42:01,Maybank,085772832,4361000.0,479.0,Need Confirmation,0,4696083
FT677674400,2022-12-11 19:41:48,Gopay,093111359,3469000.0,688.0,Processed,0,3692192
FT853082857,2022-07-08 08:29:10,JAGO,110774530,3529000.0,568.0,Need Confirmation,0,7787823
FT073932431,2023-05-19 00:01:10,Mandiri,028158688,3797000.0,456.0,Processed,1500,1352128
FT632653226,2022-10-07 10:50:49,BCA,122399673,1638000.0,648.0,Cancelled,0,9160089
FT089786529,2023-05-16 02:24:19,LinkAja,015081218,984000.0,564.0,Cancelled,0,1360321
FT926105395,2022-03-23 23:03:54,Permata,128915381,3532000.0,244.0,Processed,0,5717586
FT542155602,2023-04-22 20:56:59,Permata,105593069,3202000.0,322.0,Need Confirmation,0,3692192
FT859446253,2023-06-29 12:09:29,LinkAja,076557037,673000.0,992.0,Failed,0,8405609
FT544575223,2023-08-31 18:50:24,BNI,025396977,319000.0,779.0,Need Confirmation,0,9701100
FT093597130,2022-08-07 07:54:26,BJB,053192509,3746000.0,800.0,Checking,1500,6719181
FT385160949,2023-02-23 23:51:12,JAGO,092706477,367000.0,586.0,Need Confirmation,0,8405609
FT575788100,2022-04-14 21:58:30,Mandiri,094803417,701000.0,267.0,Checking,1500,8176980
FT551926698,2022-09-25 19:26:00,BSI,029626041,4190000.0,746.0,Success,0,3170865
FT568453513,2023-12-09 20:01:55,BSI,076657937,3803000.0,651.0,Need Confirmation,1500,6719181
FT309034752,2022-07-25 04:40:11,Seabank,092113730,4755000.0,237.0,Failed,0,3703203
FT353839503,2022-01-15 21:38:26,LinkAja,034616884,1499000.0,737.0,Success,0,9514456
FT184420010,2022-06-09 20:34:00,LinkAja,011563646,3938000.0,563.0,Failed,0,8176980
FT766867551,2023-04-17 07:54:00,BRI,028681964,2450000.0,244.0,Success,0,5346849
FT274511678,2023-07-01 14:05:42,BRI,040093527,3505000.0,737.0,Failed,1500,6763872
FT728673769,2022-06-04 03:00:40,Mandiri,038534726,4810000.0,720.0,Checking,1500,1565475
FT129885731,2022-05-03 18:44:17,JAGO,074698781,2099000.0,295.0,Cancelled,1500,2752890
FT303444289,2023-11-25 08:50:18,BNI,063813917,4346000.0,920.0,Success,1500,8183609
FT760173140,2023-08-20 18:46:02,Dana,095761231,303000.0,338.0,Need Confirmation,1500,8405609
FT900930953,2022-02-01 21:54:14,LinkAja,103320593,3527000.0,271.0,Failed,0,7962314
FT228840261,2023-02-26 22:22:44,LinkAja,111730159,4873000.0,788.0,Cancelled,1500,9746508
FT930089306,2023-01-19 09:07:39,Shopeepay,044474016,530000.0,828.0,Failed,1500,1565475
FT614136035,2022-09-14 17:29:59,Ovo,048284435,4216000.0,125.0,Checking,1500,8088490
FT637714625,2023-06-30 03:38:17,BRI,023379556,1545000.0,315.0,Failed,0,1360321
FT436107140,2022-01-05 04:58:36,Muamalat,069982790,1285000.0,970.0,Failed,1500,8088490
FT491501681,2023-08-17 15:57:45,Permata,077880321,4874000.0,64.0,Success,1500,7898268
FT516358587,2023-02-09 11:50:19,BCA,068416555,1635000.0,62.0,Checking,1500,3304371
FT610972911,2022-08-28 05:23:39,Maybank,054691973,2337000.0,197.0,Cancelled,1500,4590078
FT472328887,2022-07-23 21:53:16,Maybank,023478046,4262000.0,917.0,Need Confirmation,0,2434544
FT468410932,2022-02-18 19:01:49,Dana,018185564,3045000.0,197.0,Need Confirmation,0,9514456
FT200840934,2023-07-22 17:07:41,Dana,033373487,4389000.0,54.0,Success,1500,3984110
FT133991389,2023-03-30 11:39:07,Shopeepay,018872152,1584000.0,104.0,Checking,1500,5977126
FT430194789,2022-10-23 01:59:49,Dana,122705238,170000.0,136.0,Cancelled,1500,3984110
FT163113420,2022-12-06 21:26:23,Mandiri,101660051,81000.0,630.0,Checking,1500,2348677
FT729168069,2023-07-06 11:07:50,Mandiri,094802887,1051000.0,938.0,Cancelled,1500,3170865
FT930007968,2022-12-05 22:27:20,BCA,067847060,3428000.0,259.0,Success,0,9160089
FT845186040,2022-04-25 10:47:10,Ovo,086765699,3616000.0,559.0,Cancelled,1500,6108756
FT694732134,2023-05-20 20:43:03,Muamalat,044203148,3960000.0,90.0,Success,0,7142768
FT618878572,2023-06-05 06:27:16,LinkAja,050491465,1527000.0,285.0,Processed,1500,5014808
FT287031007,2023-03-23 23:35:52,Ovo,047208823,4633000.0,990.0,Success,0,5346849
FT791713165,2023-01-08 15:22:01,BRI,118577836,4212000.0,353.0,Cancelled,0,6550322
FT208743496,2022-07-22 04:47:12,Ovo,020133766,2782000.0,359.0,Failed,0,6108756
FT328687389,2023-10-07 04:10:04,Muamalat,086897172,2674000.0,818.0,Cancelled,1500,5717586
FT823883966,2022-07-16 15:19:05,Muamalat,129047229,3069000.0,229.0,Failed,0,9514456
FT947685162,2022-10-16 00:44:10,Dana,063562310,2215000.0,855.0,Failed,0,8302015
FT529110421,2022-09-22 20:12:17,BCA,038937886,3432000.0,907.0,Cancelled,1500,1572750
FT704879996,2022-12-19 05:56:20,Permata,074815771,1210000.0,148.0,Processed,1500,9701100
FT485960083,2022-08-19 01:31:55,Maybank,083159402,2311000.0,129.0,Failed,1500,6404873
FT141109459,2022-08-20 14:26:32,Muamalat,075162193,1415000.0,110.0,Need Confirmation,0,8405609
FT957752621,2022-09-14 13:02:39,BJB,126779875,1891000.0,468.0,Cancelled,1500,6719181
FT156333668,2022-03-06 15:00:18,Ovo,043416952,4325000.0,323.0,Processed,1500,3277636
